ID,Title,Content,"Short Description",Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Product Type","Shipping Class","Product Visibility","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Brands,"Product categories","Product Tags","POS Product visibility",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating",Children
5314,"Johnny Scoville - Tube Of Terror Challenge V1.0 Peanuts - Heat Level, Off The Scale",,"<h2 class=""product-single__title"">TUBE OF TERROR CHALLENGE</h2>
<p class=""product-single__title"">Each Tube contains enough peanuts for a 5-6 person party-night challenge or one very brave soul.</p>
<p class=""product-single__title"">Grab your crew, a bucket of beer and a Tube of Terror… TIME TO NUT UP OR SHUT UP!!</p>
<p class=""product-single__title"">Quite frankly the hottest damn challenge available &amp; the perfect gift for any hot sauce or spicy food lover!</p>
<p class=""product-single__title"">Can you handle 30-45 of the world’s hottest peanuts completely smothered with these insanely hot, tongue torching peppers?</p>

<ul>
 	<li class=""product-single__title"">Carolina Reaper Peppers</li>
 	<li class=""product-single__title"">Trinidad Moruga Scorpion Peppers</li>
 	<li class=""product-single__title"">7 Pot Brain Strain Peppers</li>
 	<li class=""product-single__title"">7 Pot Duglah Peppers</li>
 	<li class=""product-single__title"">Bhut Jolokia (Ghost) Peppers</li>
 	<li class=""product-single__title"">All Natural Pure Capsaicin Crystals – 13,000,000 Scoville</li>
</ul>
Listing is for one (1) tube
<div class=""summary entry-summary"">
<div class=""woocommerce-product-details__short-description"">

”<em>If it’s worth doing … It’s worth overdoing”  </em>

<em>Johnny Scoville </em>

<strong>DO YOU DARE? </strong>

</div>
</div>
<div class=""woocommerce-tabs wc-tabs-wrapper"">

&nbsp;

</div>
Not for the faint of heart, children under the age of 18, elderly people or anyone with any medical condition.",2023-11-14,product,https://chilisaus.be/product/johnny-scoville-tube-of-terror-challenge-v1-0-peanuts-heat-level-off-the-scale/,0,,25.00,25.00,,outofstock,,,16,simple,,outofstock,http://chilisaus.be/wp-content/uploads/2023/11/tube-of-t-amazon.jpg|http://chilisaus.be/wp-content/uploads/2023/11/tot-scoville.jpg,"tube of t amazon|tot scoville",|,|,|,http://chilisaus.be/wp-content/uploads/2023/11/tube-of-t-amazon.jpg,,,"Chili Challenges &amp; Spicy Snacks|SUPERHOT, Heat Levels 11 - 20","chili challenge|hot nut challenge|Johnny scoville|tube of terror",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,johnny-scoville-tube-of-terror-challenge-v1-0-peanuts-heat-level-off-the-scale,,,0,0,open,closed,2026-02-19,no,no,,no,,,,,,,no,no,||,|,,,'-1,'-1,,,no,taxable,standard,5316,,10.5.2,,,0,0,
5335,"The Level 20, Shit That's Hot - SUPER EXTREME Hot Sauce - (Heat Level 20)",,"<h4 style=""text-align: center;""></h4>
<h4 style=""text-align: center;""><strong>LEVEL 20 - Shit that's Hot!</strong></h4>
<p style=""text-align: center;""><strong>AWARD WINNING HOT SAUCE</strong></p>
<p style=""text-align: center;""><em>Crazy Heat with a great flavour - the perfect balance</em></p>
<p style=""text-align: center;""><em>This is our own wonderful creation and we love it...</em></p>
<p style=""text-align: left;""><strong>Ingredients; </strong>Tomato, Apple Cider Vinegar, Garlic, Chipotle, Lemon Habanero Peppers, Onion, Lime Juice, Agave Syrup, Tomato Paste, Sunflower Oil,<em> 9 Million Scoville Pure Capsaicin,</em> Herbs, Spices, Salt</p>
Dried Chipotle pods, thick tomato paste and a ton of garlic give this sauce a Mexican Adobo style of flavour profile.
Add a BIG dose of 9 Million Scoville pure Capsaicin and some fresh Madame Jeanette / Lemon Habanero Peppers ..

It's a fun rollercoaster of a ride, the heat builds slowly, the burn lasts long with great layered flavours and heats from the dried, fresh and pure chili -  we love it!

<b><i>How to Use; </i></b><i>U</i>se in the same way as a regular hot, just use a much smaller quantity.
Add a drop into a pan of pasta sauce, chili con carne or soup. Add into mayo for a BBQ dip sauce or mix into olive oil or honey for a BBQ marinade, makes great wings and ribs..

<strong>THE 2024 EUROPEAN HOT SAUCE AWARDS - SILVER</strong>

<strong>THE 2025 EUROPEAN HOT SAUCE AWARDS - GOLD</strong>

<strong>Suitable for Vegans</strong>

<b>Heat Level 20 </b>

30ml

DISCLAIMER
chilisaus.be accept no responsibility for the misuse of this product.
Avoid contact with skin, eyes and sensitive areas.",2023-11-25,product,https://chilisaus.be/product/level-20-extreme-heat-sauce/,0,,20.00,30,20.00,instock,10,,70,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2023/11/level-20-awards-pic.png|http://chilisaus.be/wp-content/uploads/2023/11/level-20-new-pic-scaled.jpg|http://chilisaus.be/wp-content/uploads/2023/11/level-20.jpg|http://chilisaus.be/wp-content/uploads/2023/11/award-scaled.jpg,"level 20 awards pic|level 20 new pic|level 20|award",|||,|||,|||,http://chilisaus.be/wp-content/uploads/2023/11/level-20-awards-pic.png,,,"Chilisaus.be - Our Own Range|Sale|SUPERHOT, Heat Levels 11 - 20","9 million|capsaicin|challenge|chipotle|european hot sauce awards|extract sauce|level 20|Madame Jeanette|Mexican|shit thats hot|superhot sauce",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,level-20-extreme-heat-sauce,,,0,0,open,closed,2026-02-19,no,no,"Thanks and you will be notified by Email when shipping is ready",no,,,,,,,no,yes,||,||,,,'-1,'-1,,,no,taxable,standard,6911,,10.5.2,,a:1:{i:5;i:5;},5,5.00,
5340,"Chipotle Adobo Seasoning (Heat Level 5) 65g",,"<strong>Mexican Chipotle Adobo - Dried Seasoning Mix</strong>

<strong>Ingredients</strong>: Cumin, Paprika, Garlic, Onion, Chipotle, Oregano, Pepper, Tomato, Salt

Inspired from the traditional Mexican kitchen. Adobo is a popular Mexican style of dish - earthy, smokey, lots of tomato and garlic. . Create your own taste of Mexico with this tasty seasoning.

Great with all Mexican dishes, nachos, burritos, chili con carne, marinade, ribs, pulled chicken, pizza

Suitable for Vegans",2024-08-01,product,https://chilisaus.be/product/chipotle-adobo-heat-level-5-65g/,0,,10.00,10.00,,instock,1,,13,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2023/11/Chipotle-Abodo.webp|http://chilisaus.be/wp-content/uploads/2023/11/piri-chipotle-scaled.png,"Chipotle-Abodo|piri chipotle",|,|,|,http://chilisaus.be/wp-content/uploads/2023/11/Chipotle-Abodo.webp,,,"MEDIUM, Heat Levels 5 - 7|Salts, Seasonings &amp; Rubs|Wiltshire Chilli Farm (UK)","adobo seasoning|chipotle|chipotle adobo|piri piri|portugal|smoked",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,chipotle-adobo-heat-level-5-65g,,,0,0,open,closed,2026-02-19,no,no,,no,,,,,,,no,yes,|||,,,,'-1,'-1,,,no,taxable,standard,,,10.5.2,,a:1:{i:5;i:1;},1,5.00,
5342,"Piri Piri & Co, PORTUGAL - Scorpion Chili Oil (Heat Level 8) 100ml",,"<strong>Portuguese Chili Oil </strong>

Ingredients: Sunflower oil, Trinidad Scorpion, Ghost Pepper, Habanero, Malagueta Pepper, Lemon, Salt

The pepper flavour and heat really shine through in this oil. Using 4 different types of peppers, all grown on their farm in The Algarve. Scorpion, Ghost, Habanero and the traditional Malagueta / Piri Piri.

Freshness from the lemon zest, touch of salt. Simple and delicious

A compliment to any dish

<strong>Suitable for Vegans</strong>",2023-11-25,product,https://chilisaus.be/product/piri-piri-co-portugal-scorpion-chili-oil-heat-level-8-100ml/,0,,10,10,,outofstock,,,6,simple,,outofstock,http://chilisaus.be/wp-content/uploads/2023/11/piri-scorpion.png,"piri scorpion",,,,http://chilisaus.be/wp-content/uploads/2023/11/piri-scorpion.png,,,"Chili Oil|HOT, Heat Levels 8 - 9|Special Guest Sauces / New Products","chili oil|ghost|habanero|scorpion",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,piri-piri-co-portugal-scorpion-chili-oil-heat-level-8-100ml,,,0,0,open,closed,2025-12-17,no,no,,no,,,,,,,no,no,||,,,,'-1,'-1,,,no,taxable,standard,,,10.3.5,,,0,0,
5345,"Piri Piri & Co, PORTUGAL - x6 Sauce Gift Box (All Heat levels)",,"<h4 style=""text-align: center;"">OUR FAVOURITES</h4>
<h4 style=""text-align: center;"">FROM PORTUGAL</h4>
<h4></h4>
<h4 style=""text-align: center;"">50ml travel sized bottles</h4>
<h4 style=""text-align: center;"">
All made with freshly grown Portuguese Peppers</h4>
&nbsp;
<h4 style=""text-align: center;"">Real flavour - Real heat</h4>
&nbsp;
<h4 style=""text-align: center;""> CREATE YOUR OWN</h4>
<h4 style=""text-align: center;"">  ""<em>Hot Ones Challenge</em>""</h4>
&nbsp;

<strong>Fiery Pizza - 50ml - </strong><strong>Heat</strong><strong> Level</strong><strong> 5</strong><em><strong> </strong></em>

<strong>Ingredients</strong>: Habanero, Wine Vinegar, Balsamic Vinegar <strong>(may contain sulphites)</strong>, Sugar, Basil, Salt, Garlic, Oregano, Xanthan Gum (natural)

<strong>Habanero - 50ml - Heat Level 6 </strong>

<strong>Ingredients</strong>: Habanero chilli, vinegar <strong>(may contain sulphites</strong>), water, garlic, black pepper, thyme, salt, xanthan gum (natural)

<strong>Scorpion Oil - 50ml - Heat Level 8 </strong>

<strong>Ingredients</strong>: Sunflower oil, Trinidad Scorpion, Ghost Pepper, Habanero, Malagueta pepper, Lemon, Salt

<strong>Bhutzilla - 50ml - Heat Level 9</strong>

<strong>Ingredients </strong>: Habanero chilli, vinegar <strong>(may contain sulphites</strong>), water, garlic, black pepper, thyme, salt, xanthan gum (natural)

<strong>Supernova - 50ml - Heat Level 10 </strong>

<strong>Ingredients</strong>: Scorpion Yellow, Vinegar (<strong>may contain sulphites</strong>), Water, Garlic, Salt, Sugar, Ginger, Xanthan Gum (natural)

<strong>Fogo - 50ml - Heat Level 12</strong>

<strong>Ingredients; </strong>Carolina Reaper<strong>, </strong>Apple Vinegar (may contain sulphites), Pineapple, Green Mango, Moruga Trinidad Scorpion, Licor Brutal, Muscavado Sugar, Mint

<b>All suitable for Vegans </b>",2023-11-26,product,https://chilisaus.be/product/piri-piri-co-portugal-x6-sauce-gift-box-all-heat-levels/,0,,30.00,35,30.00,outofstock,,,47,simple,,outofstock|rated-5,http://chilisaus.be/wp-content/uploads/2023/11/89F615C8-9C75-4E54-B5BF-F3BA4297BE6C-scaled.jpeg|http://chilisaus.be/wp-content/uploads/2023/11/piri-box-scaled.jpg|http://chilisaus.be/wp-content/uploads/2023/11/piri-box-sauce-scaled.jpg,"89F615C8-9C75-4E54-B5BF-F3BA4297BE6C|piri box|piri box sauce",||,||,||,http://chilisaus.be/wp-content/uploads/2023/11/89F615C8-9C75-4E54-B5BF-F3BA4297BE6C-scaled.jpeg,,,"Gift Boxes &amp; Sets|HOT, Heat Levels 8 - 9|MEDIUM, Heat Levels 5 - 7|MILD, Heat Levels 1 - 4|Sale|Special Guest Sauces / New Products|SUPERHOT, Heat Levels 11 - 20|VERY HOT, Heat Level 10","giftbox|hot ones|piri piri|portugal",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,piri-piri-co-portugal-x6-sauce-gift-box-all-heat-levels,,,0,0,open,closed,2025-12-12,no,no,,no,,,,,,,no,no,|,||,,,'-1,'-1,,,no,taxable,standard,5346,,10.3.5,,a:1:{i:5;i:2;},2,5.00,
5626,"Blazing Foods - Death Nut Challenge 3.0 (Heat Level - OFF THE SCALE)",,"<h4></h4>
<h4 style=""text-align: center;""><em><strong>The All-New Death Nut Challenge - Version 3.0</strong></em></h4>
&nbsp;
<h6><strong><em>INGREDIENTS</em></strong>:</h6>
JUMBO XL VIRGINIA PEANUTS, PURE CANE SUGAR, CAROLINA REAPER PEPPERS, 7-POT PRIMO PEPPERS, PEPPERS (DATIL, SCOTCH BONNET, GHOST (BHUT JOLOKIA), 7-POT BRAIN STRAIN, 7-POT DOUGLAH, TRINIDAD MORUGA SCORPION), <strong>16M PURE ALL NATURAL CAPSAICIN CRYSTALS,</strong> SEA SALT, SPICE

New peppers, improved flavour variations, triple the peanuts and a brand new Level 5 Death Nut - the Death Nut is made with a new super-hot pepper distillate that is spray-dried into a powder form delivering a whopping 16,000,000 Scoville Heat Units.

Each level starts with a base peanut made using Carolina Reaper to establish consistent flavour and heat.

Then 5 additional steps to make each level unique and progressively hotter with a load of the world’s hottest peppers, small-batch produced and handcrafted to ensure consistency and quality.
<ul>
 	<li><em><strong>Level 1</strong> – Datil Peppers &amp; Scotch Bonnet</em></li>
 	<li><em><strong>Level 2</strong> – Ghost Peppers &amp; 7-Pot Brain Strain</em></li>
 	<li><em><strong>Level 3</strong> – Double shot of Ghost Peppers &amp; 7-Pot Douglah</em></li>
 	<li><em><strong>Level 4</strong> – Double shot of Carolina Reaper, a double shot of 7-Pot Brain Strain &amp;  Trinidad Moruga Scorpion </em></li>
 	<li><em><strong>Level 5</strong> – Triple shot of Carolina Reaper, a double shot of Trinidad Moruga Scorpion, the explosive 7-Pot Primo Pepper, and our all-new<strong> 16 million Scoville Capsaicin Crystals</strong></em></li>
</ul>
Each challenge is enough for 1-3 brave / crazy players...

<strong>Heat Level - OFF THE SCALE</strong>",2024-04-16,product,https://chilisaus.be/product/blazing-foods-death-nut-challenge-3-0-heat-level-off-the-scale/,0,,25.00,25.00,,outofstock,,,9,simple,,outofstock,http://chilisaus.be/wp-content/uploads/2024/04/death-nut-360.jpg|http://chilisaus.be/wp-content/uploads/2024/04/death-nut-3.0.jpg|http://chilisaus.be/wp-content/uploads/2024/04/deathnutschallenge3-300x300-1.jpg,"death nut 360|death nut 3.0|deathnutschallenge3-300x300",||,||,||,http://chilisaus.be/wp-content/uploads/2024/04/death-nut-360.jpg,,,"Chili Challenges &amp; Spicy Snacks|SUPERHOT, Heat Levels 11 - 20","death nut challenge|hot nuts",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,blazing-foods-death-nut-challenge-3-0-heat-level-off-the-scale,,,0,0,open,closed,2026-02-19,no,no,,no,,,,,,,no,no,||,,,,'-1,'-1,,,no,taxable,standard,,,10.5.2,,,0,0,
5633,"Chilisaus.be - Limited Edition Range - 7Pot Habanero Pineapple (Heat Level 6)",,"<h4 style=""text-align: center;""><strong><em>Our New Limited Edition Range</em></strong></h4>
&nbsp;

In collaboration with Uncle Paul's Chilli Charity in Bristol, UK. A charity dedicated to helping young adults with learning difficulties. Teaching them the ways of growing your own foods, on a farm in the beautiful Bristol countryside.

Thanks for the wonderfully unique special hot peppers, the lovely people and facilities to make this project possible.

All costs of sauce production have been invested to help this great local charity.
<h5 style=""text-align: center;""><strong>7Pot Habanero Pineapple - Healthy Hot Sauce</strong></h5>
&nbsp;

<strong>Ingredients</strong>; 7Pot Habanero, Pineapple (47%), White Wine Vinegar, Ginger, Turmeric, Onion powder, Garlic powder, Salt

<em>The 7Pot Habanero</em> - a unique cross of pepper. Between a superhot Caribbean 7Pot and a classic Mexican Habanero. It's bright yellow, fruity to taste, juicy, floral, vibrant, then HOT - it has quickly become our new Favourite Pepper..

<em>We wanted to make a fresh, natural, super healthy hot sauce..</em>

Combine those wonderful fresh Peppers with juicy Pineapple, 8 Kilo's of immune boosting Ginger and some earthy Turmeric for the soul - no added sugars. Simple ingredients, fresh, sweet and sour, addictive flavour.

Great on literally everything.. Especially in the Wok, with Chicken, on Eggs, Noodles, drizzled over white Fish, wraps, salads, in Smoothies or Cocktails

No added Sugars, No Preservatives, No Additives

<strong>Suitable for Vegans</strong>

<em><strong>Silver</strong> Award winner at the 2025 Clifton Chilli Awards UK</em>",2024-04-16,product,https://chilisaus.be/product/chilisaus-be-limited-edition-range-7pot-habanero-pineapple-heat-level-6/,0,,10,10,,outofstock,,,48,simple,,outofstock|rated-5,http://chilisaus.be/wp-content/uploads/2024/04/clifton-limited-edition-scaled.jpg|http://chilisaus.be/wp-content/uploads/2024/04/7pot-peppers.jpg|http://chilisaus.be/wp-content/uploads/2024/04/7-pot-hab-new.jpg,"clifton limited edition|7pot peppers|7 pot hab new",||,||,||,http://chilisaus.be/wp-content/uploads/2024/04/clifton-limited-edition-scaled.jpg,,,"Chilisaus.be - Our Own Range|MEDIUM, Heat Levels 5 - 7",,,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,chilisaus-be-limited-edition-range-7pot-habanero-pineapple-heat-level-6,,,0,0,open,closed,2025-12-30,no,no,,no,,,,,,,no,no,||||,,,,'-1,'-1,,,no,taxable,standard,5645,,10.3.7,,a:1:{i:5;i:2;},2,5.00,
5634,"Chilisaus.be - Limited Edition Range - Hurtberry Ghost Sriracha (Heat Level 10)",,"<h4 style=""text-align: center;""><em><strong>Our New Limited Edition Range</strong></em></h4>
&nbsp;

In collaboration with Uncle Paul's Chilli Charity in Bristol, UK. A charity dedicated to helping young adults with learning difficulties. Teaching them the ways and values of growing your own, on a farm in the beautiful Bristol countryside.

Thanks to them for growing these wonderfully unique hot peppers and the facilities to make this project possible. All our production costs have been invested to help this great local charity.
<h5></h5>
<h5 style=""text-align: center;""><strong>HurtBerry Ghost Sriracha</strong> - <strong>Healthy Hot Sauce</strong></h5>
&nbsp;

<strong>Ingredients</strong>; Red Peppers - (Jalapeno, Ring of Fire, Aji Crystal), Ghost Pepper &amp; Hurtberry Pepper (25%), White Wine Vinegar, Roasted Garlic, Water, Agave Syrup, Salt

The<em> Hurtberry</em> Pepper is a unique cross between the Reaper X Jigsaw and the Trinidad Moruga Scorpion. Deadly delicious.

<em>We wanted to make a Fresher, Hotter, Healthier version of the commonly known Sriracha</em>

So we combined the deadly delicious <em>Hurtberry</em>, Ghost Pepper, a ton of fresh red milder Peppers and a ton of oven roasted garlic to our Sriracha. Agave syrup for a natural sweetener with antioxidant properties. Simple ingredients, incredible flavour and some real creeping heat!

<em>""A Superhot twist on Regular Sriracha""</em>

Great on literally everything.. Especially Noodles, Asian dishes, Paella, Baked Eggs, add into Mayo for a Hot Sriracha dip

No added Sugars, No Preservatives, No Additives

<strong>Suitable for Vegans</strong>",2024-04-19,product,https://chilisaus.be/product/chilisaus-be-limited-edition-range-hurtberry-ghost-sriracha-heat-level-10/,0,,10,10,,outofstock,0,,47,simple,,outofstock|rated-5,http://chilisaus.be/wp-content/uploads/2024/04/sriracha-awards-pic.png|http://chilisaus.be/wp-content/uploads/2024/04/hurtberry-peppers-scaled.jpg|http://chilisaus.be/wp-content/uploads/2024/04/sriracha-J.jpg|http://chilisaus.be/wp-content/uploads/2024/04/2022-awards-pic.png|http://chilisaus.be/wp-content/uploads/2024/04/2023-awards-pic.png,"sriracha awards pic|hurtberry peppers|sriracha J|2022 awards pic|2023 awards pic",||||,||||,||||,http://chilisaus.be/wp-content/uploads/2024/04/sriracha-awards-pic.png,,,"Chilisaus.be - Our Own Range|VERY HOT, Heat Level 10",,,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,chilisaus-be-limited-edition-range-hurtberry-ghost-sriracha-heat-level-10,,,0,0,open,closed,2025-10-10,no,no,,no,,,,,,,no,yes,||||,,,,'-1,'-1,,,no,taxable,standard,5649,,10.2.2,,a:1:{i:5;i:3;},3,5.00,
5696,"Scotch Bonnet Flakes - 30g (100,000–350,000 Scoville Heat Units)",,"The Scotch Bonnet Pepper is originally a cultivar of the Habanero family - often used in the Caribbean kitchen - where it originated and is widely grown. The flavour is fruity and bright, with a bit of sweetness.

Jerk Chicken is a typical dish made with Scotch Bonnet's. West African dishes are typical for using them also.

Named for its supposed resemblance to the shape of a Scottish ""Tam O'Shanter"" bonnet / hat.<sup id=""cite_ref-Bajan-Fiery_2-0"" class=""reference""></sup><sup id=""cite_ref-PLady1_3-0"" class=""reference""></sup>

Fresh Peppers are not always easy to come by, so using dried Scotch Bonnet Flakes can be a quick and easy replacement to add into your dishes.

Our flakes are a fine grind, resulting in powder and flakes combined.

<strong>Suitable for Vegans</strong>",2024-05-11,product,https://chilisaus.be/product/scotch-bonnet-flakes-30g-100000-350000-scoville-heat-units/,0,,8,8,,outofstock,0,,4,simple,,outofstock,http://chilisaus.be/wp-content/uploads/2024/05/scotch-B-flakes.jpg|http://chilisaus.be/wp-content/uploads/2024/05/scotch-bonnet-dried.png,"scotch B flakes|scotch bonnet dried",|,|,|,http://chilisaus.be/wp-content/uploads/2024/05/scotch-B-flakes.jpg,,,"Dried Chilies - Pods, Flakes &amp; Powders|MEDIUM, Heat Levels 5 - 7","Jamaican|scotch bonnet",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,scotch-bonnet-flakes-30g-100000-350000-scoville-heat-units,,,0,0,open,closed,2025-03-31,no,no,,no,,,,,,,no,yes,||,,,,'-1,'-1,,,no,taxable,standard,,,9.7.1,,,0,0,
5699,"Scotch Bonnet Pods 20g (100,000–350,000 Scoville Heat Units)",,"The Scotch Bonnet Pepper is originally a cultivar of the Habanero family – often used in the Caribbean kitchen – where it originated and is widely grown. The flavour is fruity and bright, with a bit of sweetness.

Jerk Chicken is a typical dish made with Scotch Bonnet’s. West African dishes are typical for using them also.

Named for its supposed resemblance to the shape of a Scottish “Tam O’Shanter” bonnet / hat.<sup id=""cite_ref-Bajan-Fiery_2-0"" class=""reference""></sup><sup id=""cite_ref-PLady1_3-0"" class=""reference""></sup>

Fresh Peppers are not always easy to come by, so using dried Scotch Bonnet Peppers can be a quick and easy replacement to add into your dishes.

You can just slice them up as they are, crush them into a powder or re-hydrate them by soaking in a bowl of hot water for 10 – 15 minutes until they soften.

<strong>Suitable for Vegans</strong>
<div class=""summary entry-summary""><form class=""cart"" action=""https://chilisaus.be/product/scotch-bonnet-flakes-30g-100000-350000-scoville-heat-units/"" enctype=""multipart/form-data"" method=""post"">
<div class=""quantity""><label class=""screen-reader-text"" for=""quantity_663fb262a8291"">Scotch Bonnet Flakes - 30g (100,000–350,000 Scoville Heat Units) qua</label></div>
</form></div>",2024-05-11,product,https://chilisaus.be/product/scotch-bonnet-pods-20g-100000-350000-scoville-heat-units/,0,,8,8,,outofstock,,,3,simple,,outofstock,http://chilisaus.be/wp-content/uploads/2024/05/scotch-bonnet-dried.png,"scotch bonnet dried",,,,http://chilisaus.be/wp-content/uploads/2024/05/scotch-bonnet-dried.png,,,"Dried Chilies - Pods, Flakes &amp; Powders|MEDIUM, Heat Levels 5 - 7","caribbean|Jamaican|scotch bonnet",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,scotch-bonnet-pods-20g-100000-350000-scoville-heat-units,,,0,0,open,closed,2025-11-30,no,no,,no,,,,,,,no,no,|||,,,,'-1,'-1,,,no,taxable,standard,5697,,10.3.5,,,0,0,
5761,"Chilisaus.be - The 2024 Edition - Kokos Kerrie / Coconut Curry (Heat Level 8) 200ml",,"<strong>Chilisaus.be – The 2024 Edition – Coconut Curry Paste with a Twist</strong>

<strong>Ingredients;</strong>

Peppers - Birds Eye, Madame Jeanette, Lombok - Tomato, Coconut Milk, Onion, Coconut Vinegar, Water, <strong>Peanut, </strong>Garlic, Coriander, Coconut Sugar, Ginger, Herbs and Spices (<strong>Mustard</strong>), Salt

<em>The 4th release from Chilisaus.be - something a little different this time..
</em>

<em>A collaboration project with the wonderful</em><em> <strong>“White Whale Sauces”</strong> .. We</em><em> also collab'd together on our super tasty 2023 Edition - Asian Mango</em><em>!</em>

From our time travelling around the globe - we really loved finding a good spicy, flavourful curry.

It's always a struggle to find all the fresh ingredients to make your own every time - so we created a delicious curry paste with all our favourite curry ingredients together. Simple and easy to use!

Madame Jeanette, Birds eye and Lombok Peppers - each adding their own flavours and heat.  Coconut elements coming from coconut milk, vinegar and sugar.  Nicely balanced out with fresh tomatoes, juicy garlic, fiery ginger, herbs, secret spices and a pinch of Madras Curry powder for a nice long lingering heat.

Add a teaspoon or 2 into any curry as the base with oil, stock or coconut milk, mix into veggies, noodles, soups or rice dishes. Marinade chicken

Works well on wraps, BBQ marinade, in mayo or cream cheese as a tasty thai style dip sauce

<em>Natural Ingredients – No Additives – No Preservatives</em>

<strong>Heat Level 8
</strong>

<strong>Suitable for Vegans </strong>

<strong>200ml Jar </strong>",2024-06-21,product,https://chilisaus.be/product/the-2024-edition-kokos-kerrie-coconut-curry-heat-level-8/,0,,10.00,10.00,,instock,10,,34,simple,,,http://chilisaus.be/wp-content/uploads/2024/06/2024-clifton-award-scaled.jpg|http://chilisaus.be/wp-content/uploads/2024/06/FD9B6BF2-B218-4635-82B8-C14C6D5C085B.jpeg|http://chilisaus.be/wp-content/uploads/2024/06/B8041858-ADC6-40D1-B64C-869CBCA73FF2-scaled.jpeg,"2024 clifton award|FD9B6BF2-B218-4635-82B8-C14C6D5C085B|B8041858-ADC6-40D1-B64C-869CBCA73FF2",||,||,||,http://chilisaus.be/wp-content/uploads/2024/06/2024-clifton-award-scaled.jpg,,,"Chilisaus.be - Our Own Range|HOT, Heat Levels 8 - 9","asian hot sauce|coconut|curry|european hot sauce awards|Kerrie|kokos|thai hot sauce|the 2024 edition",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,the-2024-edition-kokos-kerrie-coconut-curry-heat-level-8,,,0,0,open,closed,2026-02-19,no,no,,no,,,,,,,no,yes,|||,|,,,'-1,'-1,,,no,taxable,standard,5768,,10.5.2,,,0,0,
